transformer_id,transformer_type,risk_score,risk_level,root_cause,maintenance_action
44,Distribution Transformer,0.001979064,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
8,Distribution Transformer,0.0019758681,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
11,Distribution Transformer,0.0019636939,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
3,Distribution Transformer,0.0019612461,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
23,Distribution Transformer,0.0019574948,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
41,Distribution Transformer,0.0019477394,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
4,Distribution Transformer,0.0019326095,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
12,Distribution Transformer,0.0019212618,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
21,Distribution Transformer,0.0019148398,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
26,Distribution Transformer,0.0019143343,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
8,Distribution Transformer,0.0019083676,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
4,Distribution Transformer,0.0019055406,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
39,Distribution Transformer,0.0019048833,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
23,Distribution Transformer,0.0018897653,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
13,Distribution Transformer,0.0018785006,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
8,Distribution Transformer,0.0018730466,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
22,Distribution Transformer,0.0018621864,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
20,Distribution Transformer,0.0018525841,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
23,Distribution Transformer,0.0018403374,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
39,Distribution Transformer,0.0018396606,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
46,Distribution Transformer,0.0018217127,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
15,Distribution Transformer,0.001814786,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
25,Distribution Transformer,0.001794787,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
15,Distribution Transformer,0.0017828505,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
40,Distribution Transformer,0.001776115,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
15,Distribution Transformer,0.0017741735,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
10,Distribution Transformer,0.0017599761,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
35,Distribution Transformer,0.001744559,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
18,Distribution Transformer,0.0017431272,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
27,Distribution Transformer,0.0017413815,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
13,Distribution Transformer,0.0017292603,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
26,Distribution Transformer,0.001728476,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
26,Distribution Transformer,0.0017157814,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
27,Distribution Transformer,0.0016915108,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
49,Distribution Transformer,0.0016862056,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
38,Distribution Transformer,0.0016797115,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
40,Distribution Transformer,0.0016617688,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
35,Distribution Transformer,0.0016502228,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
23,Distribution Transformer,0.0016486353,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
13,Distribution Transformer,0.0016466994,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
14,Distribution Transformer,0.0016278435,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
34,Distribution Transformer,0.0016194254,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
8,Distribution Transformer,0.0016190244,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
6,Distribution Transformer,0.0016186668,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
33,Distribution Transformer,0.001611797,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
14,Distribution Transformer,0.0016050853,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
36,Distribution Transformer,0.0016009544,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
48,Distribution Transformer,0.0015935457,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
18,Distribution Transformer,0.0015886101,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
40,Distribution Transformer,0.0015699593,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
20,Distribution Transformer,0.0015676895,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
37,Distribution Transformer,0.0015611419,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
31,Distribution Transformer,0.0015601085,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
29,Distribution Transformer,0.0015492648,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
15,Distribution Transformer,0.0015440028,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
40,Distribution Transformer,0.0015432672,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
11,Distribution Transformer,0.0015412553,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
29,Distribution Transformer,0.0015366181,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
14,Distribution Transformer,0.001530423,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
32,Distribution Transformer,0.0015252308,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
18,Distribution Transformer,0.0015146703,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
42,Distribution Transformer,0.0015018929,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
11,Distribution Transformer,0.0014968086,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
10,Distribution Transformer,0.0014912566,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
14,Distribution Transformer,0.0014829095,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
10,Distribution Transformer,0.0014811857,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
30,Distribution Transformer,0.001466679,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
6,Distribution Transformer,0.0014624164,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
9,Distribution Transformer,0.0014559382,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
35,Distribution Transformer,0.0014475404,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
4,Distribution Transformer,0.0014415728,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
23,Distribution Transformer,0.0014342935,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
44,Distribution Transformer,0.0014169653,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
40,Distribution Transformer,0.0014167096,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
42,Distribution Transformer,0.0014147479,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
47,Distribution Transformer,0.0014096743,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
2,Distribution Transformer,0.0014093596,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
22,Distribution Transformer,0.0014021464,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
6,Distribution Transformer,0.0013920227,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
49,Distribution Transformer,0.0013917456,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
5,Distribution Transformer,0.0013892581,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
13,Distribution Transformer,0.0013720231,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
20,Distribution Transformer,0.0013639098,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
29,Distribution Transformer,0.0013587504,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
1,Distribution Transformer,0.0013447213,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
38,Distribution Transformer,0.001339792,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
48,Distribution Transformer,0.0013275987,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
35,Distribution Transformer,0.0013220041,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
4,Distribution Transformer,0.0013199326,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
3,Distribution Transformer,0.0013141143,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
47,Distribution Transformer,0.0012822235,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
47,Distribution Transformer,0.0012805302,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
6,Distribution Transformer,0.0012733066,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
9,Distribution Transformer,0.0012692587,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
25,Distribution Transformer,0.0012403865,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
2,Distribution Transformer,0.0012308682,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
36,Distribution Transformer,0.0012287293,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
2,Distribution Transformer,0.0012211913,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
49,Distribution Transformer,0.0012190493,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
17,Distribution Transformer,0.0012177918,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
2,Distribution Transformer,0.0012167223,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
18,Distribution Transformer,0.0012106674,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
30,Distribution Transformer,0.0011932646,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
36,Distribution Transformer,0.00118432,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
22,Distribution Transformer,0.0011805564,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
20,Distribution Transformer,0.0011710587,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
16,Distribution Transformer,0.0011605269,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
5,Distribution Transformer,0.0011531239,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
31,Distribution Transformer,0.0011320943,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
47,Distribution Transformer,0.001132006,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
41,Distribution Transformer,0.0011301909,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
11,Distribution Transformer,0.0011289724,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
37,Distribution Transformer,0.0011251448,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
17,Distribution Transformer,0.0011024757,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
24,Distribution Transformer,0.0011019596,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
31,Distribution Transformer,0.0010962668,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
15,Distribution Transformer,0.0010910055,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
26,Distribution Transformer,0.0010902388,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
29,Distribution Transformer,0.0010879304,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
37,Distribution Transformer,0.0010707893,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
41,Distribution Transformer,0.0010680453,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
34,Distribution Transformer,0.0010641924,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
12,Distribution Transformer,0.0010516099,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
2,Distribution Transformer,0.0010304006,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
27,Distribution Transformer,0.0010299516,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
45,Distribution Transformer,0.0010292061,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
49,Distribution Transformer,0.0010107221,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
32,Distribution Transformer,0.0010026371,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
9,Distribution Transformer,0.000999716,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
26,Distribution Transformer,0.0009875341,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
15,Distribution Transformer,0.0009853725,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
11,Distribution Transformer,0.0009792104,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
3,Distribution Transformer,0.00096899143,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
37,Distribution Transformer,0.00096865586,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
23,Distribution Transformer,0.0009672283,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
18,Distribution Transformer,0.0009635519,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
32,Distribution Transformer,0.0009542206,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
32,Distribution Transformer,0.00094191084,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
9,Distribution Transformer,0.000941016,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
24,Distribution Transformer,0.0009398866,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
16,Distribution Transformer,0.00092871976,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
31,Distribution Transformer,0.0009170369,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
25,Distribution Transformer,0.00091116276,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
4,Distribution Transformer,0.00090141204,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
18,Distribution Transformer,0.0008992785,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
5,Distribution Transformer,0.00089292857,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
41,Distribution Transformer,0.000891689,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
39,Distribution Transformer,0.00088734616,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
26,Distribution Transformer,0.0008797663,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
49,Distribution Transformer,0.00087050465,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
28,Distribution Transformer,0.0008633161,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
14,Distribution Transformer,0.0008536705,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
3,Distribution Transformer,0.0008470207,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
1,Distribution Transformer,0.0008400776,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
18,Distribution Transformer,0.0008391356,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
33,Distribution Transformer,0.00083194626,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
35,Distribution Transformer,0.00082626863,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
44,Distribution Transformer,0.00081887253,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
2,Distribution Transformer,0.00081186905,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
5,Distribution Transformer,0.0008105198,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
27,Distribution Transformer,0.0008032745,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
44,Distribution Transformer,0.00079931924,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
17,Distribution Transformer,0.0007985907,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
15,Distribution Transformer,0.0007979532,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
29,Distribution Transformer,0.0007978266,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
42,Distribution Transformer,0.0007940015,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
39,Distribution Transformer,0.00079093437,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
43,Distribution Transformer,0.0007894623,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
48,Distribution Transformer,0.00078912685,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
39,Distribution Transformer,0.0007877354,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
34,Distribution Transformer,0.0007703435,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
24,Distribution Transformer,0.0007678428,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
12,Distribution Transformer,0.00076653966,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
47,Distribution Transformer,0.0007589014,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
4,Distribution Transformer,0.0007454842,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
40,Distribution Transformer,0.00074376207,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
31,Distribution Transformer,0.0007362626,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
32,Distribution Transformer,0.0007350743,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
47,Distribution Transformer,0.00073086476,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
48,Distribution Transformer,0.0007260622,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
42,Distribution Transformer,0.00072539516,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
47,Distribution Transformer,0.0007239024,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
49,Distribution Transformer,0.0007224153,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
7,Distribution Transformer,0.00071953505,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
32,Distribution Transformer,0.0007181317,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
10,Distribution Transformer,0.00071280997,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
45,Distribution Transformer,0.0007102787,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
12,Distribution Transformer,0.00069622236,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
16,Distribution Transformer,0.0006926839,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
25,Distribution Transformer,0.00067471084,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
2,Distribution Transformer,0.00067320367,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
19,Distribution Transformer,0.00067089987,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
17,Distribution Transformer,0.00067022815,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
8,Distribution Transformer,0.0006697228,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
4,Distribution Transformer,0.0006691932,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
45,Distribution Transformer,0.00066765764,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
42,Distribution Transformer,0.0006672337,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
3,Distribution Transformer,0.0006610366,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
47,Distribution Transformer,0.0006550361,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
8,Distribution Transformer,0.0006547022,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
22,Distribution Transformer,0.00065436756,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
34,Distribution Transformer,0.0006467341,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
25,Distribution Transformer,0.00063216186,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
49,Distribution Transformer,0.0006280303,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
30,Distribution Transformer,0.0006237586,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
22,Distribution Transformer,0.00061655184,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
41,Distribution Transformer,0.0006141745,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
26,Distribution Transformer,0.000612378,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
46,Distribution Transformer,0.0006119711,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
49,Distribution Transformer,0.00060595904,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
15,Distribution Transformer,0.000604648,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
8,Distribution Transformer,0.0006014423,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
15,Distribution Transformer,0.0006014325,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
13,Distribution Transformer,0.0005892043,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
22,Distribution Transformer,0.000566089,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
49,Distribution Transformer,0.00056401873,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
39,Distribution Transformer,0.0005598883,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
14,Distribution Transformer,0.00055670406,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
41,Distribution Transformer,0.00055300974,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
5,Distribution Transformer,0.00054080045,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
47,Distribution Transformer,0.0005344949,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
22,Distribution Transformer,0.0005339361,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
41,Distribution Transformer,0.0005330627,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
30,Distribution Transformer,0.0005286192,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
11,Distribution Transformer,0.00052829477,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
40,Distribution Transformer,0.00052715396,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
11,Distribution Transformer,0.00052122376,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
2,Distribution Transformer,0.00051743025,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
43,Distribution Transformer,0.00051261566,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
25,Distribution Transformer,0.00050997856,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
21,Distribution Transformer,0.0005079364,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
32,Distribution Transformer,0.00050519884,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
30,Distribution Transformer,0.0004930038,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
20,Distribution Transformer,0.0004920655,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
2,Distribution Transformer,0.0004813399,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
10,Distribution Transformer,0.00047705128,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
39,Distribution Transformer,0.0004598472,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
15,Distribution Transformer,0.00045904025,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
3,Distribution Transformer,0.00045753742,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
39,Distribution Transformer,0.0004534917,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
37,Distribution Transformer,0.0004534845,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
30,Distribution Transformer,0.00045202533,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
38,Distribution Transformer,0.00045000858,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
34,Distribution Transformer,0.000447745,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
38,Distribution Transformer,0.00043880224,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
19,Distribution Transformer,0.00043112386,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
41,Distribution Transformer,0.00043085494,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
6,Distribution Transformer,0.00042801152,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
23,Distribution Transformer,0.00042779613,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
18,Distribution Transformer,0.0004266796,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
17,Distribution Transformer,0.0004127133,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
